Date,Time,Measure,Value,Unit
2026-09-26,14:35:30,Broadband,315.73,
2026-09-26,14:36:00,Temperature,25.55,°C
2026-09-26,14:36:00,AQI,1.0,-
2026-09-26,14:36:00,Broadband,313.03,
2026-09-26,14:36:30,Temperature,25.55,°C
2026-09-26,14:36:30,AQI,1.0,-
2026-09-26,14:36:30,Broadband,304.7,
2026-09-26,14:37:00,Temperature,25.56,°C
2026-09-26,14:37:00,AQI,1.0,-
2026-09-26,14:37:00,Broadband,301.7,
2026-09-26,14:37:30,Temperature,25.61,°C
2026-09-26,14:37:30,AQI,1.0,-
2026-09-26,14:37:30,Broadband,300.03,
2026-09-26,14:38:00,Temperature,25.61,°C
2026-09-26,14:38:00,AQI,1.0,-
2026-09-26,14:38:00,Broadband,300.93,
2026-09-26,14:38:30,Temperature,25.6,°C
2026-09-26,14:38:30,AQI,1.0,-
2026-09-26,14:38:30,Broadband,304.8,
2026-09-26,14:39:00,Temperature,25.62,°C
2026-09-26,14:39:00,AQI,1.0,-
2026-09-26,14:39:00,Broadband,327.53,
2026-09-26,14:39:30,Temperature,25.64,°C
2026-09-26,14:39:30,AQI,1.0,-
2026-09-26,14:39:30,Broadband,355.27,
2026-09-26,14:40:00,Temperature,25.64,°C
2026-09-26,14:40:00,AQI,1.0,-
2026-09-26,14:40:00,Broadband,350.5,
2026-09-26,14:40:30,Temperature,25.64,°C
2026-09-26,14:40:30,AQI,1.0,-
2026-09-26,14:40:30,Broadband,328.13,
2026-09-26,14:41:00,Temperature,25.66,°C
2026-09-26,14:41:00,AQI,1.0,-
2026-09-26,14:41:00,Broadband,361.1,
2026-09-26,14:41:30,Temperature,25.67,°C
2026-09-26,14:41:30,AQI,1.0,-
2026-09-26,14:41:30,Broadband,381.8,
2026-09-26,14:42:00,Temperature,25.69,°C
2026-09-26,14:42:00,AQI,1.0,-
2026-09-26,14:42:00,Broadband,373.73,
2026-09-26,14:42:30,Temperature,25.71,°C
2026-09-26,14:42:30,AQI,1.0,-
2026-09-26,14:42:30,Broadband,381.37,
2026-09-26,14:43:00,Temperature,25.72,°C
2026-09-26,14:43:00,AQI,1.0,-
2026-09-26,14:43:00,Broadband,430.73,
2026-09-26,14:43:30,Temperature,25.73,°C
2026-09-26,14:43:30,AQI,1.0,-
2026-09-26,14:43:30,Broadband,395.9,
2026-09-26,14:44:00,Temperature,25.73,°C
2026-09-26,14:44:00,AQI,1.0,-
2026-09-26,14:44:00,Broadband,351.0,
2026-09-26,14:44:30,Temperature,25.73,°C
2026-09-26,14:44:30,AQI,1.0,-
2026-09-26,14:44:30,Broadband,337.17,
2026-09-26,14:45:00,Temperature,25.76,°C
2026-09-26,14:45:00,AQI,1.0,-
2026-09-26,14:45:00,Broadband,349.1,
2026-09-26,14:45:30,Temperature,25.78,°C
2026-09-26,14:45:30,AQI,1.0,-
2026-09-26,14:45:30,Broadband,363.37,
2026-09-26,14:46:00,Temperature,25.77,°C
2026-09-26,14:46:00,AQI,1.0,-
2026-09-26,14:46:00,Broadband,367.53,
2026-09-26,14:46:30,Temperature,25.73,°C
2026-09-26,14:46:30,AQI,1.0,-
2026-09-26,14:46:30,Broadband,323.6,
2026-09-26,14:47:00,Temperature,25.74,°C
2026-09-26,14:47:00,AQI,1.0,-
2026-09-26,14:47:00,Broadband,304.3,
2026-09-26,14:47:30,Temperature,25.77,°C
2026-09-26,14:47:30,AQI,1.0,-
2026-09-26,14:47:30,Broadband,301.6,
2026-09-26,14:48:00,Temperature,25.78,°C
2026-09-26,14:48:00,AQI,1.0,-
2026-09-26,14:48:00,Broadband,309.13,
2026-09-26,14:48:30,Temperature,25.74,°C
2026-09-26,14:48:30,AQI,1.0,-
2026-09-26,14:48:30,Broadband,296.67,
2026-09-26,14:49:00,Temperature,25.75,°C
2026-09-26,14:49:00,AQI,1.0,-
2026-09-26,14:49:00,Broadband,289.1,
2026-09-26,14:49:30,Temperature,25.7,°C
2026-09-26,14:49:30,AQI,1.0,-
2026-09-26,14:49:30,Broadband,285.17,
2026-09-26,14:50:00,Temperature,25.7,°C
2026-09-26,14:50:00,AQI,1.0,-
2026-09-26,14:50:00,Broadband,283.97,
2026-09-26,14:50:30,Temperature,25.72,°C
2026-09-26,14:50:30,AQI,1.0,-
2026-09-26,14:50:30,Broadband,287.2,
2026-09-26,14:51:00,Temperature,25.74,°C
2026-09-26,14:51:00,AQI,1.0,-
2026-09-26,14:51:00,Broadband,299.97,
2026-09-26,14:51:30,Temperature,25.71,°C
2026-09-26,14:51:30,AQI,1.0,-
2026-09-26,14:51:30,Broadband,301.17,
2026-09-26,14:52:00,Temperature,25.74,°C
2026-09-26,14:52:00,AQI,1.0,-
2026-09-26,14:52:00,Broadband,291.37,
2026-09-26,14:52:30,Temperature,25.73,°C
2026-09-26,14:52:30,AQI,1.0,-
2026-09-26,14:52:30,Broadband,294.67,
2026-09-26,14:53:00,Temperature,25.77,°C
2026-09-26,14:53:00,AQI,1.0,-
2026-09-26,14:53:00,Broadband,286.37,
2026-09-26,14:53:30,Temperature,25.79,°C
2026-09-26,14:53:30,AQI,1.0,-
2026-09-26,14:53:30,Broadband,293.73,
2026-09-26,14:54:00,Temperature,25.8,°C
2026-09-26,14:54:00,AQI,1.0,-
2026-09-26,14:54:00,Broadband,303.33,
2026-09-26,14:54:30,Temperature,25.79,°C
2026-09-26,14:54:30,AQI,1.0,-
2026-09-26,14:54:30,Broadband,304.77,
2026-09-26,14:55:00,Temperature,25.79,°C
2026-09-26,14:55:00,AQI,1.0,-
2026-09-26,14:55:00,Broadband,295.93,
2026-09-26,14:55:30,Temperature,25.81,°C
2026-09-26,14:55:30,AQI,1.0,-
2026-09-26,14:55:30,Broadband,288.67,
2026-09-26,14:56:00,Temperature,25.81,°C
2026-09-26,14:56:00,AQI,1.0,-
2026-09-26,14:56:00,Broadband,283.33,
2026-09-26,14:56:30,Temperature,25.81,°C
2026-09-26,14:56:30,AQI,1.0,-
2026-09-26,14:56:30,Broadband,275.4,
2026-09-26,14:57:00,Temperature,25.81,°C
2026-09-26,14:57:00,AQI,1.0,-
2026-09-26,14:57:00,Broadband,277.3,
2026-09-26,14:57:30,Temperature,25.84,°C
2026-09-26,14:57:30,AQI,1.0,-
2026-09-26,14:57:30,Broadband,275.9,
2026-09-26,14:58:31,Temperature,25.24,°C
2026-09-26,14:58:31,AQI,1.03,-
2026-09-26,14:58:31,Broadband,275.07,Infrared
2026-09-26,14:59:37,Temperature,25.23,°C
2026-09-26,14:59:37,AQI,2.0,-
2026-09-26,14:59:37,Broadband,275.1,Infrared
2026-09-26,15:00:07,Temperature,25.35,°C
2026-09-26,15:00:07,AQI,2.0,-
2026-09-26,15:00:07,Broadband,284.9,Infrared
2026-09-26,15:00:37,Temperature,25.4,°C
2026-09-26,15:00:37,AQI,2.0,-
2026-09-26,15:00:37,Broadband,295.97,Infrared
2026-09-26,15:01:07,Temperature,25.5,°C
2026-09-26,15:01:07,AQI,2.0,-
2026-09-26,15:01:07,Broadband,294.83,Infrared
2026-09-26,15:01:37,Temperature,25.59,°C
2026-09-26,15:01:37,AQI,1.9,-
2026-09-26,15:01:37,Broadband,303.9,Infrared
2026-09-26,15:02:07,Temperature,25.62,°C
2026-09-26,15:02:07,AQI,1.0,-
2026-09-26,15:02:07,Broadband,307.57,Infrared
2026-09-26,15:02:45,Temperature,25.68,°C
2026-09-26,15:02:45,AQI,2.68,-
2026-09-26,15:02:45,Broadband,290.87,Infrared
2026-09-26,15:02:45,eprtr,2.78,C
2026-09-26,15:02:45,Q,1.0,-
2026-09-26,15:02:45,AQ  15  VC 3pb|eO,42.0,pm
2026-09-26,15:02:45,QI  15  VC 1pb|eO,40.0,pm
2026-09-26,15:02:45,,1.0,-
2026-09-26,15:03:15,Temperature,25.76,°C
2026-09-26,15:03:15,AQI,1.0,-
2026-09-26,15:03:15,Broadband,276.07,Infrared
2026-09-26,15:03:45,Temperature,25.78,°C
2026-09-26,15:03:45,AQI,1.0,-
2026-09-26,15:03:45,Broadband,287.17,Infrared
